lon,lat,OBJECTID,geo_MAT_Status,geo_MAT_ST_NUMBER,geo_MAT_PREDIR,geo_MAT_ST_NAME,geo_MAT_SUFFIX,geo_MAT_POSTDIR,centroid_BUILD_STREET,unit,address,geo_MAT_MasterAddressID
-78.47965685,38.02029948,8947311,,802, ,ELLIOTT,AVE, ,ELLIOTT AVE,,802 ELLIOTT AVE,86662
-78.47518756,38.0203029,8947312,,1004, ,BLENHEIM,AVE, ,BLENHEIM AVE,,1004 BLENHEIM AVE,86663
-78.47587682,38.01991585,8947313,,1001, ,MONTROSE,AVE, ,MONTROSE AVE,,1001 MONTROSE AVE,86664
-78.47473929,38.02009058,8947314,,1010, ,BLENHEIM,AVE, ,BLENHEIM AVE,,1010 BLENHEIM AVE,86665
-78.47572719,38.01985032,8947315,,1003, ,MONTROSE,AVE, ,MONTROSE AVE,,1003 MONTROSE AVE,86666
-78.48000999,38.0198078,8947316,,803, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,,803 ALTAVISTA AVE,86667
-78.47772551,38.01976641,8947317,,905, ,ELLIOTT,AVE, ,ELLIOTT AVE,,905 ELLIOTT AVE,86668
-78.47860968,38.01983129,8947318,,816, ,ELLIOTT,AVE, ,ELLIOTT AVE,,816 ELLIOTT AVE,86669
-78.47525762,38.01964697,8947319,,1009, ,MONTROSE,AVE, ,MONTROSE AVE,,1009 MONTROSE AVE,86670
-78.47728844,38.01954745,8947320,,911, ,ELLIOTT,AVE, ,ELLIOTT AVE,,911 ELLIOTT AVE,86671
-78.47496337,38.01950282,8947321,,1013, ,MONTROSE,AVE, ,MONTROSE AVE,,1013 MONTROSE AVE,86672
-78.47931118,38.01913266,8947322,,814, ,ALTAVISTA,AVE, ,ALTAVISTA AVE,,814 ALTAVISTA AVE,86673
-78.47372805,38.01890484,8947323,,1109, ,MONTROSE,AVE, ,MONTROSE AVE,,1109 MONTROSE AVE,86674
-78.47690902,38.01905292,8947324,,918, ,ELLIOTT,AVE, ,ELLIOTT AVE,,918 ELLIOTT AVE,86675
-78.47566631,38.01881481,8947325,,1011, ,ELLIOTT,AVE, ,ELLIOTT AVE,,1011 ELLIOTT AVE,86676
-78.47342212,38.01877549,8947326,,1113, ,MONTROSE,AVE, ,MONTROSE AVE,,1113 MONTROSE AVE,86677
-78.4726408,38.03981246,8947327,,802, ,PARK,ST, ,PARK ST,,802 PARK ST,86678
-78.47278994,38.03968453,8947328,,800, ,PARK,ST, ,PARK ST,,800 PARK ST,86679
-78.4694289,38.0386939,8947329,,739, ,LYONS,AVE, ,LYONS AVE,,739 LYONS AVE,86680
-78.47069206,38.03869463,8947330,,715, ,LYONS,AVE, ,LYONS AVE,,715 LYONS AVE,86681
-78.46946211,38.03819024,8947331,,734, ,LYONS,AVE, ,LYONS AVE,,734 LYONS AVE,86682
-78.46669695,38.03794958,8947332,,881, ,LOCUST,AVE, ,LOCUST AVE,,881 LOCUST AVE,86683
-78.46962727,38.03805893,8947333,,732, ,LYONS,AVE, ,LYONS AVE,,732 LYONS AVE,86684
-78.46642325,38.03753813,8947334,,872, ,LOCUST,AVE, ,LOCUST AVE,,872 LOCUST AVE,86685
-78.47016476,38.0373057,8947335,,758, ,LEXINGTON,AVE, ,LEXINGTON AVE,,758 LEXINGTON AVE,86686
-78.46780007,38.03702014,8947336,,849, ,LOCUST,AVE, ,LOCUST AVE,,849 LOCUST AVE,86687
-78.45655366,38.02314025,8947337,,1804, ,CHESAPEAKE,ST, ,CHESAPEAKE ST,,1804 CHESAPEAKE ST,86688
-78.47801402,38.02637624,8947338,,413, ,AVON,ST, ,AVON ST,,413 AVON ST,86689
-78.47977623,38.0261777,8947339,,504, ,6TH,ST,SE,6TH ST SE,,504 6TH ST SE,86690
-78.48023794,38.02555505,8947340,,602, ,6TH,ST,SE,6TH ST SE,,602 6TH ST SE,86691
-78.49652215,38.03605861,8947341,,1122, ,JOHN,ST, ,JOHN ST,F,1122 JOHN ST #F,86692
-78.49793276,38.03618771,8947342,,304, ,14TH,ST,NW,14TH ST NW,18,304 14TH ST NW #18,86693
-78.50184035,38.02349669,8947343,,610, ,ROCK CREEK,RD, ,ROCK CREEK RD,B,610 ROCK CREEK RD #B,86694
-78.50184035,38.02349669,8947344,,610, ,ROCK CREEK,RD, ,ROCK CREEK RD,D,610 ROCK CREEK RD #D,86695
-78.50166881,38.02339087,8947345,,612, ,ROCK CREEK,RD, ,ROCK CREEK RD,C,612 ROCK CREEK RD #C,86696
-78.50149821,38.02328261,8947346,,614, ,ROCK CREEK,RD, ,ROCK CREEK RD,D,614 ROCK CREEK RD #D,86697
-78.49218654,38.03073878,8947347,,801, ,WALKER,SQ, ,WALKER SQ,3C,801 WALKER SQ #3C,86698
-78.50757032,38.02866496,8947348,,124, ,MAYWOOD,LN, ,MAYWOOD LN,,124 MAYWOOD LN,85075
-78.50792426,38.02867614,8947349,,118, ,MAYWOOD,LN, ,MAYWOOD LN,,118 MAYWOOD LN,85076
-78.50872874,38.02837603,8947350,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,108,1800 JEFFERSON PARK AVE #108,85077
-78.50872874,38.02837603,8947351,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,702,1800 JEFFERSON PARK AVE #702,85078
-78.49662573,38.03762484,8947352,,409, ,13TH,ST,NW,13TH ST NW,1B,409 13TH ST NW #1B,85079
-78.48121202,38.03428206,8947353,,410, ,ALTAMONT,CIR, ,ALTAMONT CIR,,410 ALTAMONT CIR,85080
-78.50081315,38.04193581,8947354,,4, ,UNIVERSITY,CIR, ,UNIVERSITY CIR,10,4 UNIVERSITY CIR #10,85081
-78.49848176,38.04385093,8947355,,1805, ,FENDALL,AVE, ,FENDALL AVE,,1805 FENDALL AVE,85082
-78.49477671,38.04262685,8947356,,816, ,CABELL,AVE, ,CABELL AVE,B,816 CABELL AVE #B,85083
-78.49477671,38.04262685,8947357,,816, ,CABELL,AVE, ,CABELL AVE,C,816 CABELL AVE #C,85084
-78.50648759,38.02963789,8947358,,9, ,GILDERSLEEVE WOOD, , ,GILDERSLEEVE WOOD,,9 GILDERSLEEVE WOOD,85136
-78.505439,38.02021807,8947359,,1617, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1617 TRAILRIDGE RD,85137
-78.5033204,38.02025692,8947360,,707, ,VILLAGE,RD, ,VILLAGE RD,,707 VILLAGE RD,85138
-78.50113594,38.02015206,8947361,,719, ,SHAMROCK,RD, ,SHAMROCK RD,,719 SHAMROCK RD,85139
-78.50257484,38.01999654,8947362,,713, ,VILLAGE,RD, ,VILLAGE RD,,713 VILLAGE RD,85140
-78.50344925,38.0199213,8947363,,708, ,VILLAGE,RD, ,VILLAGE RD,,708 VILLAGE RD,85141
-78.50524415,38.01986069,8947364,,1618, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1618 TRAILRIDGE RD,85142
-78.47909154,38.04225277,8947365,,126, ,BIRDWOOD,CT, ,BIRDWOOD CT,,126 BIRDWOOD CT,85143
-78.50458731,38.01971463,8947366,,109, ,VILLAGE,CT, ,VILLAGE CT,,109 VILLAGE CT,85144
-78.50545171,38.01972772,8947367,,1620, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1620 TRAILRIDGE RD,85145
-78.47944303,38.04067407,8947368,,1225, ,HARRIS,ST, ,HARRIS ST,6,1225 HARRIS ST #6,86114
-78.47944303,38.04067407,8947369,,1225, ,HARRIS,ST, ,HARRIS ST,7,1225 HARRIS ST #7,86115
-78.47944303,38.04067407,8947370,,1225, ,HARRIS,ST, ,HARRIS ST,8,1225 HARRIS ST #8,86116
-78.47173654,38.0673999,8947371,,101, ,KERRY,LN, ,KERRY LN,,101 KERRY LN,86316
-78.49857086,38.03378271,8947372,,1325,W,MAIN,ST, ,W MAIN ST,D,1325 W MAIN ST #D,86317
-78.50512645,38.02331384,8947373,,1500, ,TRAILRIDGE,RD, ,TRAILRIDGE RD,,1500 TRAILRIDGE RD,86401
-78.51585176,38.01469622,8947374,,223, ,OLD LYNCHBURG,RD, ,OLD LYNCHBURG RD,,223 OLD LYNCHBURG RD,86402
-78.51573437,38.01485204,8947375,,221, ,OLD LYNCHBURG,RD, ,OLD LYNCHBURG RD,,221 OLD LYNCHBURG RD,86403
-78.51520022,38.01567855,8947376,,211, ,OLD LYNCHBURG,RD, ,OLD LYNCHBURG RD,,211 OLD LYNCHBURG RD,86404
-78.49553049,38.01772062,8947377,,152, ,BROOKWOOD,DR, ,BROOKWOOD DR,,152 BROOKWOOD DR,86405
-78.49550493,38.01770657,8947378,,154, ,BROOKWOOD,DR, ,BROOKWOOD DR,,154 BROOKWOOD DR,86406
-78.46519767,38.02391329,8947379,,1415, ,BURGESS,LN, ,BURGESS LN,,1415 BURGESS LN,86407
-78.49567459,38.04185461,8947380,,757, ,MADISON,AVE, ,MADISON AVE,,757 MADISON AVE,86408
-78.51532814,38.01461454,8947381,,236, ,OLD LYNCHBURG,RD, ,OLD LYNCHBURG RD,B,236 OLD LYNCHBURG RD #B,86409
-78.4949276,38.02227764,8947382,,772, ,PROSPECT,AVE, ,PROSPECT AVE,K,772 PROSPECT AVE #K,86410
-78.49472427,38.04229436,8947383,,826, ,CABELL,AVE, ,CABELL AVE,E,826 CABELL AVE #E,86411
-78.49951524,38.0369816,8947384,,301,,15TH,ST,NW,15TH ST NW,1026,301 15TH ST NW #1026,86412
-78.49951524,38.0369816,8947385,,301,,15TH,ST,NW,15TH ST NW,1028,301 15TH ST NW #1028,86413
-78.49951524,38.0369816,8947386,,301,,15TH,ST,NW,15TH ST NW,1043,301 15TH ST NW #1043,86414
-78.49951524,38.0369816,8947387,,301,,15TH,ST,NW,15TH ST NW,2007,301 15TH ST NW #2007,86415
-78.49951524,38.0369816,8947388,,301,,15TH,ST,NW,15TH ST NW,3032,301 15TH ST NW #3032,86416
-78.49951524,38.0369816,8947389,,301,,15TH,ST,NW,15TH ST NW,3033,301 15TH ST NW #3033,86417
-78.49111731,38.03447429,8947390,,815, ,PAGE,ST, ,PAGE ST,,815 PAGE ST,86418
-78.46337125,38.04418746,8947391,,1020, ,HOLMES,AVE, ,HOLMES AVE,,1020 HOLMES AVE,86419
-78.49405004,38.03554924,8947392,,1009, ,PAGE,ST, ,PAGE ST,,1009 PAGE ST,86420
-78.46399099,38.04383226,8947393,,1014, ,HOLMES,AVE, ,HOLMES AVE,,1014 HOLMES AVE,86421
-78.45998311,38.04342669,8947394,,1109, ,LOCUST,AVE, ,LOCUST AVE,,1109 LOCUST AVE,86422
-78.46458497,38.04332265,8947395,,1006, ,HOLMES,AVE, ,HOLMES AVE,,1006 HOLMES AVE,86423
-78.46043888,38.04304488,8947396,,1103, ,LOCUST,AVE, ,LOCUST AVE,,1103 LOCUST AVE,86424
-78.46488902,38.0429628,8947397,,801, ,NORTH,AVE, ,NORTH AVE,,801 NORTH AVE,86425
-78.46476958,38.04253954,8947398,,1007, ,SHERIDAN,AVE, ,SHERIDAN AVE,,1007 SHERIDAN AVE,86426
-78.46095362,38.04211755,8947399,,1034, ,LOCUST,AVE, ,LOCUST AVE,,1034 LOCUST AVE,86427
-78.49956004,38.03451915,8947400,,105, ,14TH,ST,NW,14TH ST NW,,105 14TH ST NW,86428
-78.48817631,38.02760764,8947401,,402, ,OAK,ST, ,OAK ST,,402 OAK ST,86429
-78.46800034,38.01807598,8947402,,807, ,NASSAU,ST, ,NASSAU ST,,807 NASSAU ST,86430
-78.49543086,38.02353801,8947403,,731, ,PROSPECT,AVE, ,PROSPECT AVE,,731 PROSPECT AVE,86431
-78.49608681,38.02350015,8947404,,726, ,ORANGEDALE,AVE, ,ORANGEDALE AVE,,726 ORANGEDALE AVE,86432
-78.50096042,38.04247184,8947405,,3, ,UNIVERSITY,CIR, ,UNIVERSITY CIR,,3 UNIVERSITY CIR,86433
-78.49914301,38.04739507,8947406,,1859, ,FIELD,RD, ,FIELD RD,,1859 FIELD RD,86434
-78.50077818,38.04699157,8947407,,1857, ,WINSTON,RD, ,WINSTON RD,,1857 WINSTON RD,86435
-78.49357202,38.04669667,8947408,,1101, ,RUGBY,RD, ,RUGBY RD,,1101 RUGBY RD,86436
-78.49928703,38.04723697,8947409,,1854, ,FIELD,RD, ,FIELD RD,,1854 FIELD RD,86437
-78.49196433,38.04608915,8947410,,1710, ,RUGBY,AVE, ,RUGBY AVE,,1710 RUGBY AVE,86438
-78.49086483,38.02886469,8947411,,319, ,6 1/2,ST,SW,6 1/2 ST SW,,319 6 1/2 ST SW,84097
-78.4934347,38.04070386,8947412,,712, ,12TH,ST,NW,12TH ST NW,,712 12TH ST NW,84098
-78.49284336,38.04007995,8947413,,208, ,ROSSER,AVE,E,ROSSER AVE E,,208 ROSSER AVE E,84099
-78.49269942,38.04007246,8947414,,229, ,ROSSER,AVE,E ,ROSSER AVE E ,,229 ROSSER AVE E,84100
-78.49410007,38.04032998,8947415,,703, ,12TH,ST,NW,12TH ST NW,,703 12TH ST NW,84101
-78.49258356,38.01883999,8947416,,902, ,RAYMOND,RD, ,RAYMOND RD,,902 RAYMOND RD,84102
-78.4847731,38.05149864,8947417,,1614, ,OAKLEAF,LN, ,OAKLEAF LN,,1614 OAKLEAF LN,85203
-78.48576118,38.05317892,8947418,,1530, ,DAIRY,RD, ,DAIRY RD,,1530 DAIRY RD,85204
-78.48825406,38.0525308,8947419,,1426, ,DAIRY,RD, ,DAIRY RD,,1426 DAIRY RD,85205
-78.48453539,38.05997287,8947420,,1621, ,BRANDYWINE,DR, ,BRANDYWINE DR,,1621 BRANDYWINE DR,85206
-78.48437256,38.06013231,8947421,,1623, ,BRANDYWINE,DR, ,BRANDYWINE DR,,1623 BRANDYWINE DR,85207
-78.49928102,38.05962243,8947422,,1604, ,CEDAR HILL,RD, ,CEDAR HILL RD,,1604 CEDAR HILL RD,85208
-78.47413054,38.06060488,8947423,,1503, ,BUNKER HILL,DR, ,BUNKER HILL DR,,1503 BUNKER HILL DR,85209
-78.46032235,38.04024581,8947424,,1022, ,ST CLAIR,AVE, ,ST CLAIR AVE,,1022 ST CLAIR AVE,85210
-78.46657267,38.03986595,8947425,,911, ,ST CHARLES,AVE, ,ST CHARLES AVE,,911 ST CHARLES AVE,85211
-78.49435805,38.04100233,8947426,,770, ,MADISON,AVE, ,MADISON AVE,C,770 MADISON AVE #C,85212
-78.50449314,38.02490459,8947427,,1509, ,BROAD,AVE, ,BROAD AVE,A,1509 BROAD AVE #A,85213
-78.50989809,38.02910524,8947428,,106, ,MONTEBELLO,CIR, ,MONTEBELLO CIR,8,106 MONTEBELLO CIR #8,85214
-78.50673552,38.04938022,8947429,,2104, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,18,2104 ARLINGTON BLVD #18,85215
-78.50618024,38.04895892,8947430,,1982, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,5,1982 ARLINGTON BLVD #5,85216
-78.50594388,38.04877842,8947431,,1980, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,D,1980 ARLINGTON BLVD #D,85217
-78.49687474,38.03621738,8947432,,312, ,13TH,ST,NW,13TH ST NW,7,312 13TH ST NW #7,85218
-78.50872874,38.02837603,8947433,,1800, ,JEFFERSON PARK,AVE, ,JEFFERSON PARK AVE,807,1800 JEFFERSON PARK AVE #807,85219
-78.50765807,38.05022499,8947434,,2422, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,A5,2422 ARLINGTON BLVD #A5,85220
-78.50823326,38.05065234,8947435,,2434, ,ARLINGTON,BLVD, ,ARLINGTON BLVD,D1,2434 ARLINGTON BLVD #D1,85221
-78.50149663,38.03908471,8947436,,211, ,CHANCELLOR,ST, ,CHANCELLOR ST,C,211 CHANCELLOR ST #C,85231
-78.4869278,38.03668912,8947437,,618, ,FOREST,ST, ,FOREST ST,A,618 FOREST ST #A,85232
-78.46082363,38.02350227,8947438,,1614,E,MARKET,ST, ,E MARKET ST,,1614 E MARKET ST,85233
-78.48985514,38.03984111,8947439,,941, ,CHARLTON,AVE, ,CHARLTON AVE,,941 CHARLTON AVE,85234
-78.45811306,38.02277287,8947440,,1717,E,MARKET,ST, ,E MARKET ST,,1717 E MARKET ST,85235
-78.45781663,38.02276645,8947441,,1719,E,MARKET,ST, ,E MARKET ST,,1719 E MARKET ST,85236
-78.46620945,38.02567833,8947442,,1310,E,MARKET,ST, ,E MARKET ST,,1310 E MARKET ST,85237
-78.46341601,38.02457582,8947443,,1504,E,MARKET,ST, ,E MARKET ST,,1504 E MARKET ST,85238
-78.48951919,38.03965268,8947444,,935, ,CHARLTON,AVE, ,CHARLTON AVE,,935 CHARLTON AVE,85239
-78.49008365,38.0396917,8947445,,940, ,CHARLTON,AVE, ,CHARLTON AVE,,940 CHARLTON AVE,85240
-78.49573943,38.06000938,8947446,,2118, ,ANGUS,RD, ,ANGUS RD,1,2118 ANGUS RD #1,85241
-78.49695693,38.06252898,8947447,,2301, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,B,2301 NORTH BERKSHIRE RD #B,85242
-78.49555922,38.06123703,8947448,,2208, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,B,2208 NORTH BERKSHIRE RD #B,85243
-78.47201423,38.01439512,8947449,,1808, ,EASTVIEW,ST, ,EASTVIEW ST,B,1808 EASTVIEW ST #B,85244
-78.51411215,38.02688354,8947450,,109, ,OBSERVATORY,AVE, ,OBSERVATORY AVE,A,109 OBSERVATORY AVE #A,85245
-78.50983261,38.02732386,8947451,,116, ,CARROLLTON,TER, ,CARROLLTON TER,F,116 CARROLLTON TER #F,85246
-78.50896911,38.03209842,8947452,,100, ,STADIUM,RD, ,STADIUM RD,3,100 STADIUM RD #3,85247
-78.50343001,38.03094105,8947453,,429, ,MONROE,LN, ,MONROE LN,1D,429 MONROE LN #1D,85248
-78.50945897,38.03173544,8947454,,112, ,STADIUM,RD, ,STADIUM RD,30,112 STADIUM RD #30,85249
-78.50924843,38.03167497,8947455,,110, ,STADIUM,RD, ,STADIUM RD,22,110 STADIUM RD #22,85250
-78.48185501,38.02768243,8947456,,401, ,GARRETT,ST, ,GARRETT ST,D,401 GARRETT ST #D,85873
-78.48185501,38.02768243,8947457,,401, ,GARRETT,ST, ,GARRETT ST,E,401 GARRETT ST #E,85874
-78.51624358,38.0283607,8947458,,212, ,MAURY,AVE, ,MAURY AVE,8,212 MAURY AVE #8,85875
-78.51624358,38.0283607,8947459,,212, ,MAURY,AVE, ,MAURY AVE,11,212 MAURY AVE #11,85876
-78.51624358,38.0283607,8947460,,212, ,MAURY,AVE, ,MAURY AVE,12,212 MAURY AVE #12,85877
-78.47599179,38.03185043,8947461,,619,E,HIGH,ST, ,E HIGH ST,,619 E HIGH ST,85878
-78.46527515,38.03478886,8947462,,816, ,VALLEY VIEW,CIR, ,VALLEY VIEW CIR,,816 VALLEY VIEW CIR,85879
-78.46510517,38.03458293,8947463,,808, ,VALLEY VIEW,CIR, ,VALLEY VIEW CIR,,808 VALLEY VIEW CIR,85880
-78.4911093,38.01753238,8947464,,170, ,BAYLOR,LN, ,BAYLOR LN,,170 BAYLOR LN,85438
-78.46637176,38.02830771,8947465,,313, ,MEADE,AVE, ,MEADE AVE,,313 MEADE AVE,85439
-78.46421751,38.02841044,8947466,,421, ,FAIRWAY,AVE, ,FAIRWAY AVE,,421 FAIRWAY AVE,85440
-78.46249005,38.02803424,8947467,,406, ,FAIRWAY,AVE, ,FAIRWAY AVE,,406 FAIRWAY AVE,85441
-78.47821476,38.040755,8947468,,1720, ,ALLIED,ST, ,ALLIED ST,,1720 ALLIED ST,85443
-78.46036001,38.04188967,8947469,,1035, ,MARTIN,ST, ,MARTIN ST,,1035 MARTIN ST,85444
-78.4652843,38.04159116,8947470,,800, ,CALHOUN,ST, ,CALHOUN ST,,800 CALHOUN ST,85445
-78.46015854,38.04161184,8947471,,1032, ,MARTIN,ST, ,MARTIN ST,,1032 MARTIN ST,85446
-78.51299246,38.0286729,8947472,,122, ,HARMON,ST, ,HARMON ST,B,122 HARMON ST #B,85447
-78.48835166,38.02279088,8947473,,133, ,BURNET,ST, ,BURNET ST,,133 BURNET ST,85448
-78.48838788,38.02266355,8947474,,135, ,BURNET,ST, ,BURNET ST,,135 BURNET ST,85449
-78.4936515,38.04506787,8947475,,936, ,RUGBY,RD, ,RUGBY RD,,936 RUGBY RD,85450
-78.51321243,38.02802688,8947476,,117, ,HARMON,ST, ,HARMON ST,5,117 HARMON ST #5,85451
-78.51321243,38.02802688,8947477,,117, ,HARMON,ST, ,HARMON ST,6,117 HARMON ST #6,85452
-78.48726506,38.03051305,8947478,,416,W,MAIN,ST, ,W MAIN ST,G,416 W MAIN ST #G,85453
-78.48179234,38.04438829,8947479,,1431, ,WESTWOOD,RD, ,WESTWOOD RD,,1431 WESTWOOD RD,85454
-78.47474326,38.03291718,8947480,,507, ,8TH,ST,NE,8TH ST NE,,507 8TH ST NE,85455
-78.47513365,38.03293644,8947481,,506, ,7TH,ST,NE,7TH ST NE,,506 7TH ST NE,85456
-78.4768602,38.03248245,8947482,,413, ,PARK,ST, ,PARK ST,,413 PARK ST,85457
-78.48558575,38.02912143,8947483,,214, ,RIDGE,ST, ,RIDGE ST,,214 RIDGE ST,85458
-78.50424123,38.01595064,8947484,,109, ,LODGE CREEK,CIR, ,LODGE CREEK CIR,,109 LODGE CREEK CIR,85459
-78.50412908,38.01612067,8947485,,113, ,LODGE CREEK,CIR, ,LODGE CREEK CIR,,113 LODGE CREEK CIR,85460
-78.49205196,38.03652956,8947486,,925, ,ANDERSON,ST, ,ANDERSON ST,,925 ANDERSON ST,85461
-78.48780462,38.0223994,8947487,,144, ,BURNET,ST, ,BURNET ST,,144 BURNET ST,85462
-78.4879501,38.02236661,8947488,,142, ,BURNET,ST, ,BURNET ST,,142 BURNET ST,85463
-78.47963781,38.03080888,8947489,,112, ,3RD,ST,NE,3RD ST NE,,112 3RD ST NE,85464
-78.48723502,38.02315466,8947490,,160, ,BURNET,ST, ,BURNET ST,,160 BURNET ST,85465
-78.47715295,38.03133065,8947491,,0, ,COURT,SQ, ,COURT SQ,,0 COURT SQ,85466
-78.47696076,38.03110709,8947492,,222, ,COURT,SQ, ,COURT SQ,,222 COURT SQ,85467
-78.50004954,38.01775722,8947493,,812, ,VILLAGE,RD, ,VILLAGE RD,,812 VILLAGE RD,85468
-78.50645496,38.01519383,8947494,,506, ,MOSELEY,DR, ,MOSELEY DR,A,506 MOSELEY DR #A,85469
-78.49662573,38.03762484,8947495,,409, ,13TH,ST,NW,13TH ST NW,1D,409 13TH ST NW #1D,85470
-78.48107772,38.01373918,8947496,,1649, ,MERIDIAN,ST, ,MERIDIAN ST,A,1649 MERIDIAN ST #A,85471
-78.49543102,38.06096072,8947497,,2206, ,NORTH BERKSHIRE,RD, ,NORTH BERKSHIRE RD,5,2206 NORTH BERKSHIRE RD #5,85472
-78.49732358,38.03997267,8947498,,512, ,15TH,ST,NW,15TH ST NW,10,512 15TH ST NW #10,85473
-78.49723791,38.03800163,8947499,,402, ,14TH,ST,NW,14TH ST NW,4A,402 14TH ST NW #4A,85474
-78.50043584,38.04992524,8947500,,1890, ,WESTVIEW,RD, ,WESTVIEW RD,,1890 WESTVIEW RD,85475
-78.49619951,38.0233462,8947501,,730, ,ORANGEDALE,AVE, ,ORANGEDALE AVE,,730 ORANGEDALE AVE,85504
-78.4907438,38.02951592,8947502,,620, ,DICE,ST, ,DICE ST,,620 DICE ST,85505
-78.49584307,38.02236232,8947503,,780, ,PROSPECT,AVE, ,PROSPECT AVE,,780 PROSPECT AVE,85506
-78.48443275,38.0499642,8947504,,1602, ,GREENLEAF,LN, ,GREENLEAF LN,,1602 GREENLEAF LN,85507
-78.48430017,38.0498336,8947505,,1600, ,GREENLEAF,LN, ,GREENLEAF LN,,1600 GREENLEAF LN,85508
-78.48401901,38.04930723,8947506,,1507, ,GREENLEAF,LN, ,GREENLEAF LN,,1507 GREENLEAF LN,85509
-78.48583454,38.04815657,8947507,,1322, ,OXFORD,PL, ,OXFORD PL,,1322 OXFORD PL,85510
-78.51482799,38.03968236,8947508,,309, ,ALDERMAN,RD, ,ALDERMAN RD,,309 ALDERMAN RD,85511
-78.50240162,38.0248667,8947509,,1411, ,CHERRY,AVE, ,CHERRY AVE,,1411 CHERRY AVE,85512
-78.499397,38.02467476,8947510,,1415, ,BRIARCLIFF,AVE, ,BRIARCLIFF AVE,,1415 BRIARCLIFF AVE,85513
-78.49793449,38.02106812,8947511,,814, ,ORANGEDALE,AVE, ,ORANGEDALE AVE,,814 ORANGEDALE AVE,85514
-78.49738197,38.02099641,8947512,,811, ,PROSPECT,AVE, ,PROSPECT AVE,,811 PROSPECT AVE,85515
-78.47854442,38.03004539,8947513,,423,E,MAIN,ST, ,E MAIN ST,,423 E MAIN ST,85516
-78.51446495,38.03941545,8947514,,308, ,ALDERMAN,RD, ,ALDERMAN RD,,308 ALDERMAN RD,85517
-78.51615276,38.03923634,8947515,,323, ,KENT,RD, ,KENT RD,,323 KENT RD,85518
-78.49757518,38.03937313,8947516,,1414, ,GORDON,AVE, ,GORDON AVE,,1414 GORDON AVE,85519
-78.50051401,38.03900009,8947517,,1541, ,VIRGINIA,AVE, ,VIRGINIA AVE,,1541 VIRGINIA AVE,85520
-78.51152448,38.03886626,8947518,,207, ,CAMERON,LN, ,CAMERON LN,,207 CAMERON LN,85521
-78.48456217,38.04793925,8947519,,1310, ,OXFORD,PL, ,OXFORD PL,,1310 OXFORD PL,85522
-78.48564946,38.04789939,8947520,,1329, ,OXFORD,PL, ,OXFORD PL,,1329 OXFORD PL,85523
-78.48581674,38.04774706,8947521,,1331, ,OXFORD,PL, ,OXFORD PL,,1331 OXFORD PL,85524
-78.48422708,38.04326551,8947522,,1148, ,ROSE HILL,DR, ,ROSE HILL DR,,1148 ROSE HILL DR,85525
-78.48058617,38.04738964,8947523,,1434, ,PLYMOUTH,RD, ,PLYMOUTH RD,,1434 PLYMOUTH RD,85526
-78.48227182,38.04705875,8947524,,1455, ,OXFORD,RD, ,OXFORD RD,,1455 OXFORD RD,85527
-78.48072784,38.04691317,8947525,,1443, ,OXFORD,RD, ,OXFORD RD,,1443 OXFORD RD,85528
-78.5011342,38.03825772,8947526,,158, ,MADISON,LN, ,MADISON LN,,158 MADISON LN,85529
-78.48005153,38.0314086,8947527,,201,E,MARKET,ST, ,E MARKET ST,,201 E MARKET ST,85530
-78.47895679,38.03100835,8947528,,313,E,MARKET,ST, ,E MARKET ST,,313 E MARKET ST,85531
-78.48238662,38.03035266,8947529,,111,W,WATER,ST, ,W WATER ST,,111 W WATER ST,85532
-78.46375851,38.03385651,8947530,,804, ,MOORE,AVE, ,MOORE AVE,,804 MOORE AVE,85533
-78.46420346,38.03363247,8947531,,1409, ,HAZEL,ST, ,HAZEL ST,,1409 HAZEL ST,85534
-78.4789131,38.0264791,8947532,,613, ,HINTON,AVE, ,HINTON AVE,,613 HINTON AVE,85535
-78.48003783,38.02563936,8947533,,604, ,BELMONT,AVE, ,BELMONT AVE,,604 BELMONT AVE,85536
-78.48035136,38.02505189,8947534,,607, ,MONTICELLO,AVE, ,MONTICELLO AVE,,607 MONTICELLO AVE,85537
-78.47253657,38.03308011,8947535,,500, ,LEXINGTON,AVE, ,LEXINGTON AVE,,500 LEXINGTON AVE,85538
-78.47085715,38.03276218,8947536,,509, ,LOCUST,AVE, ,LOCUST AVE,,509 LOCUST AVE,85539
-78.4703615,38.03065282,8947537,,1105, ,LITTLE HIGH,ST, ,LITTLE HIGH ST,,1105 LITTLE HIGH ST,85540
-78.45415976,38.02598776,8947538,,346, ,RIVERSIDE,AVE, ,RIVERSIDE AVE,,346 RIVERSIDE AVE,85541
